,account_length,voice_mail_messages,customer_service_calls,international_plan,day_calls,day_charge,evening_calls,evening_charge,night_calls,night_charge,international_calls,international_charge,total_charge,churn
4696,96,37,5,0,93,29.36,116,10.21,86,9.72,5,2.78,52.07,1
4697,75,0,0,0,106,51.87,115,15.98,116,10.59,5,2.3,80.74,1
4698,75,0,1,1,78,37.81,111,27.8,104,9.36,9,2.35,77.32,1
4699,98,0,5,0,116,38.61,103,10.24,102,5.27,4,1.27,55.39,1
4700,63,0,4,0,102,47.26,114,22.64,118,10.08,4,3.54,83.52,1
4701,105,0,0,0,124,47.82,96,25.63,109,9.13,3,2.35,84.93,1
4702,71,0,0,0,110,47.41,67,16.17,84,11.48,7,3.16,78.22,1
4703,138,0,2,1,61,48.65,60,15.91,114,6.58,4,2.97,74.11,1
4704,193,0,2,0,92,16.46,103,12.12,115,9.45,5,2.94,40.97,1
4705,115,0,7,0,89,23.68,95,16.35,75,6.8,3,2.51,49.34,1
4706,65,0,4,0,137,21.95,83,19.42,111,9.4,6,3.43,54.2,1
4707,112,0,5,0,92,19.02,143,9.69,79,6.61,3,3.81,39.13,1
4708,90,0,4,1,96,25.19,111,18.73,97,6.04,1,2.48,52.44,1
4709,149,0,3,0,83,41.23,97,20.86,80,9.88,3,2.7,74.67,1
4710,97,32,2,0,87,15.3,113,23.49,107,8.33,6,2.32,49.44,1
4711,99,0,0,1,102,41.19,102,29.83,93,7.34,3,3.05,81.41,1
4712,44,0,2,0,121,38.78,79,23.5,77,12.59,5,2.67,77.54,1
4713,177,0,3,0,91,45.24,79,19.14,58,10.11,8,2.4,76.89,1
4714,161,0,4,0,84,26.3,125,15.11,90,7.78,2,1.59,50.78,1
4715,224,0,1,1,99,29.16,103,13.6,102,9.56,2,1.35,53.67,1
4716,90,0,4,1,96,25.19,111,18.73,97,6.04,1,2.48,52.44,1
4717,144,48,2,0,96,32.27,67,10.49,106,9.64,2,1.76,54.16,1
4718,91,0,2,1,89,24.65,102,14.94,151,10.07,3,4.51,54.17,1
4719,100,0,6,0,94,12.04,102,18.33,125,10.39,1,2.57,43.33,1
4720,44,0,4,0,139,52.46,94,12.82,66,8.94,3,1.97,76.19,1
4721,132,36,3,0,103,38.45,125,15.44,102,11.65,5,2.84,68.38,1
4722,94,0,1,0,103,39.85,109,23.74,121,10.54,2,0.54,74.67,1
4723,79,0,1,0,114,45.61,111,15.77,88,11.91,7,1.7,74.99,1
4724,121,0,3,0,93,43.37,97,22.69,118,8.9,3,2.38,77.34,1
4725,119,0,3,0,88,40.65,79,20.7,92,10.39,3,2.94,74.68,1
4726,74,0,1,1,103,21.39,96,17.65,143,9.33,4,3.81,52.18,1
4727,81,0,1,0,141,44.44,102,18.33,96,12.23,6,2.16,77.16,1
4728,143,0,4,0,72,28.53,99,17.94,109,6.91,6,2.84,56.22,1
4729,122,0,0,1,132,39.25,99,20.67,57,8.21,2,2.97,71.1,1
4730,126,0,1,1,87,40.75,92,23.94,113,8.26,1,3.08,76.03,1
4731,127,0,4,1,60,24.34,159,15.26,122,7.73,4,1.67,49.0,1
4732,21,0,5,0,95,15.74,70,13.76,78,12.83,3,3.05,45.38,1
4733,84,0,2,0,100,49.15,97,19.87,148,10.06,2,3.43,82.51,1
4734,137,0,0,1,103,40.34,84,15.02,81,11.85,4,3.83,71.04,1
4735,113,0,2,0,100,21.88,67,19.3,135,8.01,4,2.48,51.67,1
4736,152,41,1,1,128,24.96,96,24.28,80,9.61,2,1.16,60.01,1
4737,162,26,1,0,144,30.55,129,18.54,105,9.55,8,2.51,61.15,1
4738,113,0,1,0,151,35.6,113,29.52,116,11.07,2,2.0,78.19,1
4739,47,0,0,1,120,8.13,123,15.21,96,6.87,7,3.59,33.8,1
4740,133,0,0,0,100,20.03,105,16.93,119,10.98,4,3.19,51.13,1
4741,111,0,0,0,109,42.47,106,20.6,78,10.43,4,3.13,76.63,1
4742,161,0,4,0,67,56.59,97,27.01,128,7.23,9,1.46,92.29,1
4743,127,0,1,0,106,45.32,168,22.51,119,9.32,2,1.59,78.74,1
4744,174,33,4,0,91,28.53,91,17.45,132,5.85,4,3.92,55.75,1
4745,125,0,0,0,82,40.92,85,22.9,74,8.42,3,2.73,74.97,1
4746,70,0,2,1,98,38.54,115,19.39,93,3.29,4,4.75,65.97,1
4747,127,0,2,1,102,41.17,80,19.22,96,11.34,5,3.75,75.48,1
4748,93,21,4,0,105,22.81,128,13.81,90,8.4,2,3.19,48.21,1
4749,110,27,1,1,103,45.54,74,22.38,106,8.01,2,2.24,78.17,1
4750,177,0,3,0,91,45.24,79,19.14,58,10.11,8,2.4,76.89,1
4751,100,0,0,0,76,47.26,74,15.02,126,9.88,4,2.24,74.4,1
4752,106,0,3,1,84,34.68,61,14.32,102,7.38,3,3.59,59.97,1
4753,69,33,1,1,98,46.16,102,21.54,85,7.44,2,2.21,77.35,1
4754,121,0,3,1,94,28.51,121,7.96,115,10.86,1,3.62,50.95,1
4755,118,26,5,0,114,29.04,125,16.96,98,7.64,5,2.59,56.23,1
4756,71,0,0,0,82,40.46,94,23.67,134,8.69,10,3.19,76.01,1
4757,125,0,0,1,78,50.73,142,22.99,84,4.83,2,3.29,81.84,1
4758,34,0,2,0,89,49.93,71,23.16,76,8.02,10,2.97,84.08,1
4759,100,0,2,0,117,44.97,111,16.49,111,11.82,4,2.03,75.31,1
4760,52,0,0,1,118,42.74,80,16.71,53,8.64,2,2.97,71.06,1
4761,131,0,1,0,95,22.37,109,15.24,129,11.3,3,4.19,53.1,1
4762,134,34,2,0,105,42.02,133,19.17,76,8.38,5,1.65,71.22,1
4763,134,0,0,0,93,50.32,117,19.24,98,11.11,10,3.32,83.99,1
4764,12,0,1,0,118,42.43,119,21.45,90,12.61,3,3.19,79.68,1
4765,89,0,1,0,112,55.47,110,14.03,97,7.33,1,2.03,78.86,1
4766,64,0,2,1,77,40.15,85,18.58,97,8.73,2,3.56,71.02,1
4767,123,0,5,0,87,41.17,101,19.22,121,12.09,3,2.21,74.69,1
4768,113,0,2,0,47,40.75,110,24.05,88,10.73,3,2.35,77.88,1
4769,89,0,5,0,71,21.96,68,18.2,100,9.67,4,2.78,52.61,1
4770,123,0,4,1,106,21.34,96,10.96,129,11.34,6,1.7,45.34,1
4771,108,34,4,0,83,27.56,117,14.6,76,11.69,3,2.59,56.44,1
4772,122,0,4,0,99,50.39,89,18.26,107,6.03,3,3.08,77.76,1
4773,37,0,2,0,120,40.78,88,22.24,88,9.32,4,2.4,74.74,1
4774,139,0,5,0,106,22.85,98,17.96,125,8.71,2,2.75,52.27,1
4775,97,0,4,1,103,24.65,93,25.02,120,10.79,2,2.97,63.43,1
4776,167,0,4,0,120,22.37,96,17.96,97,7.57,4,3.0,50.9,1
4777,132,36,3,0,103,38.45,125,15.44,102,11.65,5,2.84,68.38,1
4778,130,0,0,0,102,36.18,137,16.13,105,7.65,4,2.86,62.82,1
4779,151,0,0,1,57,37.06,88,9.72,95,12.11,1,3.35,62.24,1
4780,62,32,0,1,93,37.13,132,20.12,137,8.65,3,3.56,69.46,1
4781,115,0,2,1,110,20.74,100,18.72,124,8.09,2,2.92,50.47,1
4782,135,28,2,0,100,34.24,117,20.95,131,6.97,4,3.48,65.64,1
4783,152,20,9,1,120,40.38,94,21.54,80,11.93,3,3.83,77.68,1
4784,149,0,4,0,88,20.26,110,14.31,119,9.21,6,3.29,47.07,1
4785,103,0,8,0,125,25.6,126,14.37,104,9.95,8,2.81,52.73,1
4786,159,0,1,0,105,32.15,147,20.92,106,10.89,5,2.81,66.77,1
4787,120,0,1,1,72,30.58,98,14.45,89,8.58,2,3.73,57.34,1
4788,13,0,0,0,133,51.54,86,14.49,80,10.24,3,3.11,79.38,1
4789,125,0,2,0,108,19.21,107,14.38,61,7.05,5,2.48,43.12,1
4790,117,0,1,1,100,9.21,84,25.77,84,7.73,2,2.32,45.03,1
4791,119,0,2,0,75,13.92,114,21.57,125,9.59,1,2.4,47.48,1
4792,182,0,2,0,124,47.45,108,15.34,104,9.79,11,2.57,75.15,1
4793,134,34,2,0,105,42.02,133,19.17,76,8.38,5,1.65,71.22,1
4794,99,0,7,0,75,19.64,111,18.54,98,11.47,7,3.11,52.76,1
4795,136,0,1,0,99,44.1,125,14.68,78,13.22,6,2.89,74.89,1
4796,182,0,2,0,124,47.45,108,15.34,104,9.79,11,2.57,75.15,1
4797,61,0,1,0,123,44.2,127,17.89,70,10.56,3,2.43,75.08,1
4798,92,0,3,0,122,26.18,88,28.03,117,12.96,2,1.51,68.68,1
4799,40,31,1,0,69,38.2,81,11.43,104,5.41,5,2.03,57.07,1
4800,126,30,4,0,90,26.08,97,12.87,97,6.92,4,3.46,49.33,1
4801,100,0,2,0,117,44.97,111,16.49,111,11.82,4,2.03,75.31,1
4802,100,0,4,0,96,19.26,89,16.82,93,12.8,2,3.16,52.04,1
4803,93,0,1,1,61,36.87,120,17.63,110,9.98,5,4.73,69.21,1
4804,121,0,0,0,126,24.62,82,17.05,81,9.4,9,3.59,54.66,1
4805,37,0,2,0,120,40.78,88,22.24,88,9.32,4,2.4,74.74,1
4806,108,42,3,1,90,22.12,128,14.2,80,11.01,5,3.67,51.0,1
4807,137,0,0,1,103,40.34,84,15.02,81,11.85,4,3.83,71.04,1
4808,100,0,4,0,63,18.19,67,8.98,74,10.94,3,3.46,41.57,1
4809,27,0,2,0,95,38.47,109,23.32,119,10.92,3,2.21,74.92,1
4810,121,0,0,0,108,28.97,68,29.79,87,13.37,3,3.02,75.15,1
4811,89,0,1,0,95,51.66,114,22.18,89,14.04,3,1.43,89.31,1
4812,122,0,4,1,101,23.8,77,16.69,133,5.4,4,2.62,48.51,1
4813,81,0,3,1,68,25.4,98,14.61,97,9.65,3,4.83,54.49,1
4814,1,0,5,0,106,30.96,106,11.47,75,6.85,3,2.7,51.98,1
4815,111,0,4,0,125,22.54,67,18.79,101,5.76,2,3.43,50.52,1
4816,85,0,5,0,96,28.19,141,16.15,116,6.48,3,2.94,53.76,1
4817,80,0,1,1,122,47.01,79,16.63,78,9.46,3,1.94,75.04,1
4818,65,0,0,1,123,47.24,112,13.24,71,11.56,10,2.48,74.52,1
4819,111,0,4,0,58,29.38,108,15.56,104,7.15,3,2.13,54.22,1
4820,61,40,2,0,78,17.85,100,15.35,115,7.83,2,2.75,43.78,1
4821,44,0,3,0,112,48.98,92,21.93,90,8.66,4,2.75,82.32,1
4822,111,0,0,0,89,48.35,113,13.35,91,10.93,8,2.27,74.9,1
4823,150,0,4,0,101,30.41,110,14.37,100,6.69,3,3.73,55.2,1
4824,105,0,0,0,106,38.57,77,15.49,107,9.18,2,3.13,66.37,1
4825,100,0,2,1,94,27.18,95,15.29,102,6.95,2,3.13,52.55,1
4826,166,0,0,1,89,8.11,95,22.47,97,10.58,3,3.56,44.72,1
4827,27,0,2,0,95,38.47,109,23.32,119,10.92,3,2.21,74.92,1
4828,154,0,1,0,75,59.64,94,18.4,100,11.43,9,2.73,92.2,1
4829,168,0,2,0,134,27.78,87,20.41,147,7.38,2,3.13,58.7,1
4830,117,0,1,1,118,48.86,84,22.07,86,6.89,3,2.7,80.52,1
4831,107,0,3,1,106,22.66,89,15.55,123,10.85,2,3.48,52.54,1
4832,82,0,0,0,109,51.05,100,15.39,73,12.15,4,3.16,81.75,1
4833,81,0,3,1,68,25.4,98,14.61,97,9.65,3,4.83,54.49,1
4834,75,0,0,0,106,51.87,115,15.98,116,10.59,5,2.3,80.74,1
4835,39,0,1,0,126,50.22,117,19.73,123,9.2,2,3.11,82.26,1
4836,61,0,1,0,104,45.41,131,15.33,106,10.38,4,4.67,75.79,1
4837,94,0,3,0,105,46.1,105,17.22,51,9.97,3,3.11,76.4,1
4838,149,0,3,0,83,41.23,97,20.86,80,9.88,3,2.7,74.67,1
4839,45,0,1,0,106,13.36,110,15.92,111,8.29,5,2.0,39.57,1
4840,97,0,0,0,90,38.27,127,23.76,103,10.52,4,2.38,74.93,1
4841,91,0,2,1,110,41.89,98,15.47,106,7.09,2,3.27,67.72,1
4842,154,0,3,0,122,26.27,71,18.21,105,8.01,2,3.24,55.73,1
4843,78,0,1,0,108,18.46,126,17.84,117,10.02,5,2.13,48.45,1
4844,112,0,2,0,77,57.04,109,18.06,132,11.93,8,3.43,90.46,1
4845,173,0,0,0,143,49.61,134,18.22,119,6.8,2,2.67,77.3,1
4846,212,0,2,0,127,38.42,83,25.89,132,8.15,4,3.4,75.86,1
4847,139,31,1,1,82,34.6,72,17.03,112,9.63,6,3.62,64.88,1
4848,119,15,5,1,95,27.2,110,17.81,107,3.7,5,2.35,51.06,1
4849,143,0,4,0,72,28.53,99,17.94,109,6.91,6,2.84,56.22,1
4850,68,24,3,1,92,21.37,98,23.45,108,9.65,6,3.83,58.3,1
4851,103,0,1,1,128,43.5,92,11.98,130,13.9,2,3.27,72.65,1
4852,65,0,4,0,139,41.77,113,20.56,117,12.84,5,1.13,76.3,1
4853,54,0,2,1,108,32.39,108,22.07,111,6.37,2,2.62,63.45,1
4854,111,0,4,0,58,29.38,108,15.56,104,7.15,3,2.13,54.22,1
4855,144,0,1,0,95,47.35,90,20.46,90,5.4,5,3.13,76.34,1
4856,89,0,1,0,95,51.66,114,22.18,89,14.04,3,1.43,89.31,1
4857,70,0,2,1,98,38.54,115,19.39,93,3.29,4,4.75,65.97,1
4858,113,0,2,0,47,40.75,110,24.05,88,10.73,3,2.35,77.88,1
4859,44,0,4,0,139,52.46,94,12.82,66,8.94,3,1.97,76.19,1
4860,105,0,0,0,98,46.05,110,19.23,60,8.05,5,2.38,75.71,1
4861,27,0,2,0,95,38.47,109,23.32,119,10.92,3,2.21,74.92,1
4862,81,0,0,0,48,55.2,82,20.09,78,8.44,5,3.54,87.27,1
4863,44,0,0,0,86,49.1,87,14.95,106,9.69,2,2.57,76.31,1
4864,126,0,5,0,94,9.89,118,11.79,91,6.16,1,3.21,31.05,1
4865,88,0,5,0,99,22.36,128,14.86,83,8.29,2,2.13,47.64,1
4866,122,0,4,0,99,50.39,89,18.26,107,6.03,3,3.08,77.76,1
4867,100,0,4,0,96,19.26,89,16.82,93,12.8,2,3.16,52.04,1
4868,96,0,1,0,92,30.7,114,16.23,125,13.3,4,2.78,63.01,1
4869,97,0,4,1,103,24.65,93,25.02,120,10.79,2,2.97,63.43,1
4870,133,44,2,0,80,29.58,113,17.8,87,10.08,7,3.81,61.27,1
4871,147,35,3,1,109,26.78,67,16.12,76,10.22,2,3.0,56.12,1
4872,143,0,4,0,72,28.53,99,17.94,109,6.91,6,2.84,56.22,1
4873,80,0,2,0,120,45.68,147,25.59,140,7.52,1,1.57,80.36,1
4874,122,0,4,1,101,23.8,77,16.69,133,5.4,4,2.62,48.51,1
4875,118,0,5,0,145,45.53,121,26.89,91,9.39,11,3.89,85.7,1
4876,161,0,1,1,106,33.01,105,21.2,129,11.47,1,3.48,69.16,1
4877,92,0,2,0,60,31.4,73,22.27,120,10.78,6,3.32,67.77,1
4878,177,0,1,1,118,42.28,73,14.65,87,8.64,2,3.05,68.62,1
4879,85,0,2,0,93,40.27,113,16.8,78,13.91,7,3.08,74.06,1
4880,44,0,0,0,86,49.1,87,14.95,106,9.69,2,2.57,76.31,1
4881,113,0,2,0,100,21.88,67,19.3,135,8.01,4,2.48,51.67,1
4882,88,0,4,0,86,12.46,82,13.72,76,10.78,3,2.21,39.17,1
4883,102,0,2,0,85,46.44,82,17.94,129,9.17,7,3.54,77.09,1
4884,168,0,2,0,134,27.78,87,20.41,147,7.38,2,3.13,58.7,1
4885,63,0,4,0,102,47.26,114,22.64,118,10.08,4,3.54,83.52,1
4886,64,0,1,1,55,58.96,79,21.21,102,12.39,9,3.59,96.15,1
4887,74,0,3,0,86,53.4,99,18.9,121,11.66,5,3.32,87.28,1
4888,40,0,6,0,123,13.89,108,17.87,64,9.54,3,3.05,44.35,1
4889,149,28,5,1,97,21.57,102,14.19,77,6.53,3,2.38,44.67,1
4890,54,0,2,1,108,32.39,108,22.07,111,6.37,2,2.62,63.45,1
4891,159,0,1,0,105,32.15,147,20.92,106,10.89,5,2.81,66.77,1
4892,146,0,7,0,83,25.38,130,15.9,100,6.74,4,2.13,50.15,1
4893,90,0,4,1,96,25.19,111,18.73,97,6.04,1,2.48,52.44,1
4894,55,0,0,0,124,48.57,106,19.63,140,10.38,7,4.0,82.58,1
4895,100,0,2,1,94,27.18,95,15.29,102,6.95,2,3.13,52.55,1
4896,100,0,1,0,86,16.41,133,17.87,106,6.59,3,3.38,44.25,1
4897,71,0,0,0,82,40.46,94,23.67,134,8.69,10,3.19,76.01,1
4898,144,0,1,0,95,47.35,90,20.46,90,5.4,5,3.13,76.34,1
4899,44,0,0,0,86,49.1,87,14.95,106,9.69,2,2.57,76.31,1
4900,139,0,5,0,106,22.85,98,17.96,125,8.71,2,2.75,52.27,1
4901,159,0,2,0,103,46.89,108,16.11,93,10.08,5,2.0,75.08,1
4902,99,0,3,0,44,43.59,105,18.23,75,10.52,1,2.13,74.47,1
4903,138,0,4,1,104,7.91,114,15.81,95,7.54,4,2.59,33.85,1
4904,71,0,3,0,108,49.37,92,21.58,126,11.85,5,2.73,85.53,1
4905,119,0,0,0,100,50.01,53,19.76,64,8.78,1,2.43,80.98,1
4906,92,0,2,0,60,31.4,73,22.27,120,10.78,6,3.32,67.77,1
4907,96,37,5,0,93,29.36,116,10.21,86,9.72,5,2.78,52.07,1
4908,93,0,3,0,114,45.54,74,18.96,90,11.82,3,3.05,79.37,1
4909,44,0,3,0,112,48.98,92,21.93,90,8.66,4,2.75,82.32,1
4910,55,45,4,0,114,22.19,94,17.71,114,6.37,5,2.97,49.24,1
4911,126,0,1,1,87,40.75,92,23.94,113,8.26,1,3.08,76.03,1
4912,123,0,4,1,106,21.34,96,10.96,129,11.34,6,1.7,45.34,1
4913,72,0,4,0,116,48.86,126,20.0,114,13.14,3,1.35,83.35,1
4914,132,0,1,0,104,49.5,132,19.91,87,8.63,3,2.4,80.44,1
4915,111,0,4,0,58,29.38,108,15.56,104,7.15,3,2.13,54.22,1
4916,60,29,0,1,113,45.2,94,18.34,82,4.86,12,3.78,72.18,1
4917,70,0,2,1,98,38.54,115,19.39,93,3.29,4,4.75,65.97,1
4918,119,0,2,0,115,48.81,99,13.54,86,9.76,1,3.75,75.86,1
4919,94,0,3,0,105,46.1,105,17.22,51,9.97,3,3.11,76.4,1
4920,108,0,0,0,99,33.75,60,22.76,75,15.97,3,2.54,75.02,1
4921,109,27,1,0,85,28.37,92,18.8,97,8.88,4,3.32,59.37,1
4922,108,0,2,0,99,49.57,93,18.79,110,10.31,9,3.78,82.45,1
4923,128,0,1,0,125,40.44,93,21.05,68,9.4,4,3.75,74.64,1
4924,139,31,1,1,82,34.6,72,17.03,112,9.63,6,3.62,64.88,1
4925,91,0,5,0,165,26.25,121,14.31,81,10.8,4,3.16,54.52,1
4926,75,0,1,1,78,37.81,111,27.8,104,9.36,9,2.35,77.32,1
4927,133,0,2,0,141,50.15,101,19.01,109,10.32,4,3.48,82.96,1
4928,68,0,5,0,86,27.56,86,13.18,87,8.54,9,2.97,52.25,1
4929,97,32,2,0,87,15.3,113,23.49,107,8.33,6,2.32,49.44,1
4930,113,0,1,0,111,46.26,118,22.82,105,9.62,10,2.3,81.0,1
4931,112,0,2,0,97,45.22,94,18.24,100,13.78,2,3.83,81.07,1
4932,127,0,4,1,60,24.34,159,15.26,122,7.73,4,1.67,49.0,1
4933,139,0,5,0,106,22.85,98,17.96,125,8.71,2,2.75,52.27,1
4934,83,0,0,0,120,57.36,116,19.33,114,6.93,7,4.27,87.89,1
4935,115,0,3,0,101,38.49,60,23.53,82,9.6,4,3.32,74.94,1
4936,115,0,1,1,81,58.7,106,17.29,107,9.79,8,3.19,88.97,1
4937,85,17,4,0,88,15.27,75,19.82,116,7.46,7,2.51,45.06,1
4938,91,0,1,0,123,26.01,127,11.99,76,7.72,15,2.78,48.5,1
4939,128,0,1,0,130,38.74,71,25.72,82,8.62,7,1.49,74.57,1
4940,94,0,3,0,104,45.76,144,16.47,61,11.59,2,2.4,76.22,1
4941,60,0,0,1,97,35.0,117,23.58,139,9.09,2,2.97,70.64,1
4942,70,0,2,1,98,38.54,115,19.39,93,3.29,4,4.75,65.97,1
4943,152,41,1,1,128,24.96,96,24.28,80,9.61,2,1.16,60.01,1
4944,111,0,4,0,125,22.54,67,18.79,101,5.76,2,3.43,50.52,1
4945,64,0,1,1,55,58.96,79,21.21,102,12.39,9,3.59,96.15,1
4946,86,0,2,1,131,27.61,102,14.2,118,5.8,2,3.08,50.69,1
4947,128,0,1,0,130,38.74,71,25.72,82,8.62,7,1.49,74.57,1
4948,120,0,1,1,72,30.58,98,14.45,89,8.58,2,3.73,57.34,1
4949,71,0,4,1,114,31.64,140,16.88,80,9.29,5,3.73,61.54,1
4950,167,0,4,0,120,22.37,96,17.96,97,7.57,4,3.0,50.9,1
4951,147,35,2,0,134,33.54,99,11.99,90,9.54,4,2.73,57.8,1
4952,105,29,1,1,82,37.52,110,18.5,100,8.57,6,3.56,68.15,1
4953,121,30,3,0,129,33.73,77,6.4,77,8.15,3,1.57,49.85,1
4954,111,0,1,0,90,50.1,72,25.04,121,11.7,3,2.92,89.76,1
4955,49,0,2,1,92,40.43,119,17.76,86,7.55,6,4.21,69.95,1
4956,121,0,3,1,94,28.51,121,7.96,115,10.86,1,3.62,50.95,1
4957,52,0,4,0,110,26.35,104,11.34,84,7.92,4,1.89,47.5,1
4958,109,27,1,0,85,28.37,92,18.8,97,8.88,4,3.32,59.37,1
4959,74,0,1,0,114,48.03,48,18.69,115,7.65,4,2.54,76.91,1
4960,126,30,4,0,90,26.08,97,12.87,97,6.92,4,3.46,49.33,1
4961,108,0,2,0,99,49.57,93,18.79,110,10.31,9,3.78,82.45,1
4962,93,0,1,0,106,55.78,89,12.89,114,13.66,3,2.35,84.68,1
4963,125,29,1,1,81,44.34,112,13.91,117,12.23,6,4.59,75.07,1
4964,92,0,2,1,113,22.22,122,22.15,98,10.99,2,2.54,57.9,1
4965,23,0,1,0,74,19.23,95,14.35,126,11.83,2,1.86,47.27,1
4966,61,0,1,0,123,44.2,127,17.89,70,10.56,3,2.43,75.08,1
4967,89,0,5,0,71,21.96,68,18.2,100,9.67,4,2.78,52.61,1
4968,197,0,5,1,80,21.64,115,18.9,95,7.83,5,3.7,52.07,1
4969,68,0,2,0,127,42.48,118,21.63,98,12.29,6,2.4,78.8,1
4970,77,0,5,0,89,10.61,121,14.44,64,9.43,6,1.54,36.02,1
4971,130,0,0,0,102,36.18,137,16.13,105,7.65,4,2.86,62.82,1
4972,105,31,4,0,108,18.63,119,21.19,101,14.45,4,2.24,56.51,1
4973,92,0,3,0,122,26.18,88,28.03,117,12.96,2,1.51,68.68,1
4974,103,36,6,0,92,14.82,110,14.39,80,7.5,5,2.94,39.65,1
4975,94,0,3,0,105,46.1,105,17.22,51,9.97,3,3.11,76.4,1
4976,125,0,2,0,108,19.21,107,14.38,61,7.05,5,2.48,43.12,1
4977,86,0,2,1,131,27.61,102,14.2,118,5.8,2,3.08,50.69,1
4978,127,0,4,1,60,24.34,159,15.26,122,7.73,4,1.67,49.0,1
4979,173,0,0,0,143,49.61,134,18.22,119,6.8,2,2.67,77.3,1
4980,88,0,1,0,124,45.02,112,20.86,115,7.22,2,4.0,77.1,1
4981,75,0,1,1,78,37.81,111,27.8,104,9.36,9,2.35,77.32,1
4982,37,0,2,0,120,40.78,88,22.24,88,9.32,4,2.4,74.74,1
4983,145,0,1,0,116,41.79,91,24.37,115,10.83,13,2.43,79.42,1
4984,177,0,3,0,91,45.24,79,19.14,58,10.11,8,2.4,76.89,1
4985,1,0,5,0,106,30.96,106,11.47,75,6.85,3,2.7,51.98,1
4986,71,0,3,1,113,30.29,94,14.26,111,8.19,3,3.67,56.41,1
4987,93,38,1,1,117,38.37,122,10.17,125,8.69,7,3.78,61.01,1
4988,145,0,1,0,89,38.11,121,26.77,121,8.23,3,4.35,77.46,1
4989,44,0,3,0,112,48.98,92,21.93,90,8.66,4,2.75,82.32,1
4990,54,0,2,0,85,42.08,93,19.16,132,10.99,2,2.75,74.98,1
4991,125,0,0,0,82,40.92,85,22.9,74,8.42,3,2.73,74.97,1
4992,133,0,2,0,138,47.14,117,19.41,103,5.28,4,3.46,75.29,1
4993,125,0,2,0,108,19.21,107,14.38,61,7.05,5,2.48,43.12,1
4994,94,0,4,0,105,26.84,101,13.18,84,8.53,5,2.16,50.71,1
4995,44,0,3,0,112,48.98,92,21.93,90,8.66,4,2.75,82.32,1
4996,119,0,1,0,101,44.22,68,21.8,89,10.31,2,2.7,79.03,1
4997,83,0,0,0,120,57.36,116,19.33,114,6.93,7,4.27,87.89,1
4998,159,0,0,0,68,28.46,74,12.22,111,6.3,3,2.78,49.76,1
4999,122,0,4,0,134,26.71,122,15.72,59,8.87,5,2.3,53.6,1
5000,121,30,3,0,129,33.73,77,6.4,77,8.15,3,1.57,49.85,1
5001,103,35,4,0,101,18.79,81,17.71,77,3.93,2,3.75,44.18,1
5002,113,0,5,1,112,20.77,94,11.19,106,7.63,9,2.78,42.37,1
5003,119,0,1,0,101,44.22,68,21.8,89,10.31,2,2.7,79.03,1
5004,80,0,2,0,120,45.68,147,25.59,140,7.52,1,1.57,80.36,1
5005,125,29,1,1,81,44.34,112,13.91,117,12.23,6,4.59,75.07,1
5006,119,0,3,0,88,40.65,79,20.7,92,10.39,3,2.94,74.68,1
5007,119,22,1,1,119,29.26,133,19.01,94,6.75,20,3.75,58.77,1
5008,111,0,5,0,88,20.93,84,18.18,88,8.32,2,3.24,50.67,1
5009,105,29,1,1,82,37.52,110,18.5,100,8.57,6,3.56,68.15,1
5010,159,0,0,0,68,28.46,74,12.22,111,6.3,3,2.78,49.76,1
5011,88,0,5,0,99,22.36,128,14.86,83,8.29,2,2.13,47.64,1
5012,119,22,1,1,119,29.26,133,19.01,94,6.75,20,3.75,58.77,1
5013,44,0,2,0,121,38.78,79,23.5,77,12.59,5,2.67,77.54,1
5014,132,0,5,0,106,32.86,94,10.91,119,7.29,4,3.13,54.19,1
5015,132,0,1,0,104,49.5,132,19.91,87,8.63,3,2.4,80.44,1
5016,88,0,4,0,61,28.34,88,15.24,131,10.92,7,1.84,56.34,1
5017,89,19,0,1,114,19.14,132,22.24,116,5.56,2,3.0,49.94,1
5018,58,0,2,0,116,42.02,103,25.81,94,4.74,2,2.51,75.08,1
5019,79,0,1,0,114,45.61,111,15.77,88,11.91,7,1.7,74.99,1
5020,129,0,0,0,118,56.83,104,16.33,83,8.59,6,2.81,84.56,1
5021,62,0,1,0,109,42.28,118,18.7,78,11.96,2,3.56,76.5,1
5022,114,0,5,0,119,25.01,111,13.69,106,12.42,3,2.43,53.55,1
5023,92,0,2,1,113,22.22,122,22.15,98,10.99,2,2.54,57.9,1
5024,153,0,1,0,103,27.12,90,23.42,126,7.95,2,2.73,61.22,1
5025,117,0,5,0,126,20.13,97,21.19,56,10.22,3,3.67,55.21,1
5026,101,0,5,0,118,15.25,79,22.11,93,7.65,11,3.65,48.66,1
5027,113,0,5,1,112,20.77,94,11.19,106,7.63,9,2.78,42.37,1
5028,62,0,0,1,86,27.15,76,16.79,105,5.47,6,3.75,53.16,1
5029,101,0,3,0,85,45.85,86,17.65,107,9.64,15,1.22,74.36,1
5030,72,33,4,0,59,16.42,98,26.81,117,7.35,4,1.67,52.25,1
5031,83,0,0,0,120,57.36,116,19.33,114,6.93,7,4.27,87.89,1
5032,115,0,7,0,89,23.68,95,16.35,75,6.8,3,2.51,49.34,1
5033,182,0,2,0,124,47.45,108,15.34,104,9.79,11,2.57,75.15,1
5034,177,0,1,1,118,42.28,73,14.65,87,8.64,2,3.05,68.62,1
